5444,2
5500,潜艇用550mm24V鱼雷
5520,潜艇用550mm24V鱼雷
5540,潜艇用550mm24V鱼雷
6000,12.7mm防空机枪T1
6020,12.7mm防空机枪T2
6040,12.7mm防空机枪T3
6100,双联装100mm高炮T1
6120,双联装100mm高炮T2
6140,双联装100mm高炮T3
7000,单装152mm主炮(北方联合)T1
7020,单装152mm主炮(北方联合)T2
7040,单装152mm主炮(北方联合)T3
7100,单装150mm主炮(东煌)T1
7120,单装150mm主炮(东煌)T2
7140,单装150mm主炮(东煌)T3
7200,130mm单装炮T1
7220,130mm单装炮T2
7240,130mm单装炮T3
7300,试作型三联装203mm舰炮T0
7320,四联装130mm副炮Mle1932
7340,双联装203mm主炮Mle1924(潜艇用)
11000,76mm火炮T1
11020,76mm火炮T2
11040,76mm火炮T3
11100,127mm单装炮T1
11120,127mm单装炮T2
11140,127mm单装炮T3
11200,双联装127mm高平两用炮MK12T1
11220,双联装127mm高平两用炮MK12T2
11240,双联装127mm高平两用炮MK12T3
12000,双联152mm主炮T1
12020,双联152mm主炮T2
12040,双联152mm主炮T3
12100,三联装152mm主炮T1
12120,三联装152mm主炮T2
12140,三联装152mm主炮T3
12200,试作型三联装152mm高平两用炮Mk17T0
13000,三联装203mm主炮T1
13020,三联装203mm主炮T2
13040,三联装203mm主炮T3
13100,三联装203mm主炮改进型T1
13120,三联装203mm主炮改进型T2
13140,三联装203mm主炮改进型T3
14000,三联305mm主炮MK8T1
14020,三联305mm主炮MK8T2
14040,三联305mm主炮MK8T3
14100,三联装356mm主炮T1
14120,三联装356mm主炮T2
14140,三联装356mm主炮T3
14200,双联装406mm主炮MK5T1
14220,双联装406mm主炮MK5T2
14240,双联装406mm主炮MK5T3
14300,三联装406mm主炮MK6T1
14320,三联装406mm主炮MK6T2
14340,三联装406mm主炮MK6T3
14400,三联装406mm主炮MK7T1
14420,三联装406mm主炮MK7T2
14440,三联装406mm主炮MK7T3
14500,试作型双联装457mm主炮MKAT0
15000,潜艇用Mark14鱼雷
15020,潜艇用Mark14鱼雷
15040,潜艇用Mark14鱼雷
15100,潜艇用Mark16鱼雷
15120,潜艇用Mark16鱼雷
15140,潜艇用Mark16鱼雷
16000,20mm厄利空高射炮T1
16020,20mm厄利空高射炮T2
16040,20mm厄利空高射炮T3
16100,双管20mm厄利空高射炮T1
16120,双管20mm厄利空高射炮T2
16140,双管20mm厄利空高射炮T3
16200,四联装28mm“芝加哥钢琴”T1
16220,四联装28mm“芝加哥钢琴”T2
16240,四联装28mm“芝加哥钢琴”T3
16300,双联40mm博福斯对空机炮T1
16320,双联40mm博福斯对空机炮T2
16340,双联40mm博福斯对空机炮T3
16400,四联40mm博福斯对空机炮T1
16420,四联40mm博福斯对空机炮T2
16440,四联40mm博福斯对空机炮T3
17000,F2A水牛T1
17020,F2A水牛T2
17040,F2A水牛T3
17060,F2A水牛(萨奇队)
17100,F4F野猫T1
17120,F4F野猫T2
17140,F4F野猫T3
17200,F4U海盗T1
17220,F4U海盗T2
17240,F4U海盗T3
17260,F4U（VF-17“海盗”中队）
17300,F6F地狱猫T1
17320,F6F地狱猫T2
17340,F6F地狱猫T3
17400,XF5F天箭T0
18000,TBD蹂躏者T1
18020,TBD蹂躏者T2
18040,TBD蹂躏者T3
18060,TBD蹂躏者(VT-8中队)
18100,TBF复仇者T1
18120,TBF复仇者T2
18140,TBF复仇者T3
18160,TBF复仇者(VT-8中队)
19000,SBD-3无畏T1
19020,SBD-3无畏T2
19040,SBD-3无畏T3
19060,SBD-3无畏(麦克拉斯基队)
19100,SB2C地狱俯冲者T1
19120,SB2C地狱俯冲者T2
19140,SB2C地狱俯冲者T3
19200,BTD-1毁灭者T1
19220,BTD-1毁灭者T2
19240,BTD-1毁灭者T3
21000,102mm单装炮(声望级)T1
21020,102mm单装炮(声望级)T2
21040,102mm单装炮(声望级)T3
21100,双联装102mm主炮(海军上将级)T1
21120,双联装102mm主炮(海军上将级)T2
21140,双联装102mm主炮(海军上将级)T3
21200,102mm三联装炮(声望级)T1
21220,102mm三联装炮(声望级)T2
21240,102mm三联装炮(声望级)T3
21300,120mm单装炮T1
21320,120mm单装炮T2
21340,120mm单装炮T3
21400,双联装120mm主炮T1
21420,双联装120mm主炮T2
21440,双联装120mm主炮T3
21500,双联装134mm高炮T1
21520,双联装134mm高炮T2
21540,双联装134mm高炮T3
22000,单装152mm主炮(伊丽莎白女王级)T1
22020,单装152mm主炮(伊丽莎白女王级)T2
22040,单装152mm主炮(伊丽莎白女王级)T3
22100,双联装152mm主炮T1
22120,双联装152mm主炮T2
22140,双联装152mm主炮T3
22200,三联装152mm主炮T1
22220,三联装152mm主炮T2
22240,三联装152mm主炮T3
22260,试作型三联装152mm主炮T0
23000,双联装203mm主炮T1
23020,双联装203mm主炮T2
23040,双联装203mm主炮T3
24000,四联装356mm主炮T1
24020,四联装356mm主炮T2
24040,四联装356mm主炮T3
24100,双联装381mm主炮T1
24120,双联装381mm主炮T2
24140,双联装381mm主炮T3
24160,试作型三联装381mm主炮T0
24200,三联装406mm主炮T1
24220,三联装406mm主炮T2
24240,三联装406mm主炮T3
24300,双联装381mm主炮.改T1
24320,双联装381mm主炮.改T2
24340,双联装381mm主炮.改T3
26000,双联装40mm“砰砰”炮T1
26020,双联装40mm“砰砰”炮T2
26040,双联装40mm“砰砰”炮T3
26100,四联装40mm“砰砰”炮T1
26120,四联装40mm“砰砰”炮T2
26140,四联装40mm“砰砰”炮T3
26200,八联装40mm“砰砰”炮T1
26220,八联装40mm“砰砰”炮T2
26240,八联装40mm“砰砰”炮T3
26300,76mm高射炮T1
26320,76mm高射炮T2
26340,76mm高射炮T3
26400,102mm高射炮T1
26420,102mm高射炮T2
26440,102mm高射炮T3
26500,双联装113mm高射炮(声望)T1
26520,双联装113mm高射炮(声望)T2
26540,双联装113mm高射炮(声望)T3
26600,双联装40mm博福斯STAAG T0
26620,双联装40mm博福斯海兹梅耶T0
26640,双联装134mm高炮T0
27000,海喷火T1
27020,海喷火T2
27040,海喷火T3
27100,海毒牙T1
27120,海毒牙T2
27140,海毒牙T3
27200,海斗士T1
27220,海斗士T2
27240,海斗士T3
27300,海怒T0
28000,剑鱼T1
28020,剑鱼T2
28040,剑鱼T3
28060,剑鱼(818中队)
28100,梭鱼T1
28120,梭鱼T2
28140,梭鱼T3
28200,火把T0
28300,青花鱼T1
28320,青花鱼T2
28340,青花鱼T3
29000,贼鸥T1
29020,贼鸥T2
29040,贼鸥T3
29100,海燕T1
29120,海燕T2
29140,海燕T3
29200,萤火虫T0
29300,梭鱼(831中队)T0
30000,305mm连装炮
31000,双联100mm98式高射炮T1
31020,双联100mm98式高射炮T2
31040,双联100mm98式高射炮T3
31100,120mm单装炮T1
31120,120mm单装炮T2
31140,120mm单装炮T3
31200,127mm连装炮T1
31220,127mm连装炮T2
31240,127mm连装炮T3
32000,140mm单装炮T1
32020,140mm单装炮T2
32040,140mm单装炮T3
32100,140mm连装炮T1
32120,140mm连装炮T2
32140,140mm连装炮T3
32200,155mm三连装炮T1
32220,155mm三连装炮T2
32240,155mm三连装炮T3
32300,152mm连装炮T1
32320,152mm连装炮T2
32340,152mm连装炮T3
33000,203mm连装炮T1
33020,203mm连装炮T2
33040,203mm连装炮T3
33060,试作型203mm连装炮T0
33100,试作型三联装310mm主炮T0
34000,356mm连装炮T1
34020,356mm连装炮T2
34040,356mm连装炮T3
34100,410mm连装炮T1
34120,410mm连装炮T2
34140,410mm连装炮T3
34160,410mm连装炮(三式弹)T0
34180,试作型410mm三连装炮T0
34200,460mm三连装炮T1
34220,460mm三连装炮T2
34240,460mm三连装炮T3
35000,双联装610mm鱼雷T1
35020,双联装610mm鱼雷T2
35040,双联装610mm鱼雷T3
35100,三联装610mm鱼雷T1
35120,三联装610mm鱼雷T2
35140,三联装610mm鱼雷T3
35200,四联装610mm鱼雷T1
35220,四联装610mm鱼雷T2
35240,四联装610mm鱼雷T3
35300,五联装610mm鱼雷T1
35320,五联装610mm鱼雷T2
35340,五联装610mm鱼雷T3
35400,潜艇用92式潜射鱼雷
35420,潜艇用92式潜射鱼雷
35440,潜艇用92式潜射鱼雷
35500,潜艇用95式酸素鱼雷
35520,潜艇用95式酸素鱼雷
35540,潜艇用95式酸素鱼雷
36100,25mm高射机枪T1
36120,25mm高射机枪T2
36140,25mm高射机枪T3
36200,25mm连装高射机枪T1
36220,25mm连装高射机枪T2
36240,25mm连装高射机枪T3
36300,25mm三连装高射机枪T1
36320,25mm三连装高射机枪T2
36340,25mm三连装高射机枪T3
36400,毘式40mm连装机枪T1
36420,毘式40mm连装机枪T2
36440,毘式40mm连装机枪T3
36500,76mm高射炮T1
36520,76mm高射炮T2
36540,76mm高射炮T3
36560,100mm连装高炮T0
36600,127mm连装高射炮T1
36620,127mm连装高射炮T2
36640,127mm连装高射炮T3
36700,试作型五式40mm高射机关炮
37000,九六式舰战T1
37020,九六式舰战T2
37040,九六式舰战T3
37100,零战二一型T1
37120,零战二一型T2
37140,零战二一型T3
37200,零战五二型T1
37220,零战五二型T2
37240,零战五二型T3
37300,烈风T1
37320,烈风T2
37340,烈风T3
38000,九七式舰攻T1
38020,九七式舰攻T2
38040,九七式舰攻T3
38100,天山T1
38120,天山T2
38140,天山T3
38200,流星T1
38220,流星T2
38240,流星T3
39000,九九式舰爆T1
39020,九九式舰爆T2
39040,九九式舰爆T3
39100,彗星T1
39120,彗星T2
39140,彗星T3
39200,瑞云T1
39220,瑞云T2
39240,瑞云T3
39300,晴岚T0
41000,127mm单装炮T1
41020,127mm单装炮T2
41040,127mm单装炮T3
41100,双联装128mmSKC41主炮T1
41120,双联装128mmSKC41主炮T2
41140,双联装128mmSKC41主炮T3
42000,单装SKC25式150mm主炮T1
42020,单装SKC25式150mm主炮T2
42040,单装SKC25式150mm主炮T3
42100,三联装SKC25式150mm主炮T1
42120,三联装SKC25式150mm主炮T2
42140,三联装SKC25式150mm主炮T3
42200,双联装TbtsKC36式150mm主炮T1
42220,双联装TbtsKC36式150mm主炮T2
42240,双联装TbtsKC36式150mm主炮T3
43000,双联装203mmSKC主炮T1
43020,双联装203mmSKC主炮T2
43040,双联装203mmSKC主炮T3
43060,试作型三联装203mmSKC主炮T0
43100,三联283mmSKC28主炮T1
43120,三联283mmSKC28主炮T2
43140,三联283mmSKC28主炮T3
44000,三联283mmSKC34主炮T1
44020,三联283mmSKC34主炮T2
44040,三联283mmSKC34主炮T3
44100,双联380mmSKC主炮T1
44120,双联380mmSKC主炮T2
44140,双联380mmSKC主炮T3
44200,试作型双联装406mmSKC主炮
45000,三联装533mm磁性鱼雷T1
45020,三联装533mm磁性鱼雷T2
45040,三联装533mm磁性鱼雷T3
45100,四联装533mm磁性鱼雷T1
45120,四联装533mm磁性鱼雷T2
45140,四联装533mm磁性鱼雷T3
45200,五联装533mm磁性鱼雷T1
45220,五联装533mm磁性鱼雷T2
45240,五联装533mm磁性鱼雷T3
45300,潜艇用G7a鱼雷
45320,潜艇用G7a鱼雷
45340,潜艇用G7a鱼雷
45400,潜艇用G7e鱼雷
45420,潜艇用G7e鱼雷
45440,潜艇用G7e鱼雷
46000,四联装20mm MG机枪T1
46020,四联装20mm MG机枪T2
46040,四联装20mm MG机枪T3
46100,37mm机枪T1
46120,37mm机枪T2
46140,37mm机枪T3
46200,双联37mm手拉机枪T1
46220,双联37mm手拉机枪T2
46240,双联37mm手拉机枪T3
46300,双联105mmSKC高炮T1
46320,双联105mmSKC高炮T2
46340,双联105mmSKC高炮T3
47000,BF-109T舰载战斗机T1
47020,BF-109T舰载战斗机T2
47040,BF-109T舰载战斗机T3
47100,Me-155A舰载战斗机T1
47120,Me-155A舰载战斗机T2
47140,Me-155A舰载战斗机T3
49000,Ju-87C俯冲轰炸机T1
49020,Ju-87C俯冲轰炸机T2
49040,Ju-87C俯冲轰炸机T3
50000,2 x 7.7mm机枪
50020,2 x 7.7mm机枪
50040,2 x 7.7mm机枪
50100,4 x 7.7mm机枪
50120,4 x 7.7mm机枪
50140,4 x 7.7mm机枪
50200,8 x 7.7mm机枪
50220,8 x 7.7mm机枪
50240,8 x 7.7mm机枪
50300,4 x 12.7mm机枪
50320,4 x 12.7mm机枪
50340,4 x 12.7mm机枪
50360,4 x 12.7mm机枪
50400,6 x 12.7mm机枪
50420,6 x 12.7mm机枪
50440,6 x 12.7mm机枪
50460,6 x 12.7mm机枪
50500,2 x 20mm机炮
50520,2 x 20mm机炮
50540,2 x 20mm机炮
50600,4 x 20mm机炮
50620,4 x 20mm机炮
50640,4 x 20mm机炮
50660,4 x 20mm机炮
50700,2 x 12.7mm机枪
50720,2 x 12.7mm机枪
50740,2 x 12.7mm机枪
50800,1 x 13mm机枪
50820,1 x 13mm机枪
50840,1 x 13mm机枪
51000,2 x 机载鱼雷-通用
51020,2 x 机载鱼雷-通用
51040,2 x 机载鱼雷-通用
51060,3 x 机载鱼雷-818中队
51100,3 x 机载鱼雷-通用
51120,3 x 机载鱼雷-通用
51140,3 x 机载鱼雷-通用
51200,4 x 机载鱼雷-通用
51220,4 x 机载鱼雷-通用
51240,4 x 机载鱼雷-通用
51300,2 x 机载鱼雷-重樱
51320,2 x 机载鱼雷-重樱
51340,2 x 机载鱼雷-重樱
51400,3 x 机载鱼雷-重樱
51420,3 x 机载鱼雷-重樱
51440,3 x 机载鱼雷-重樱
51460,3 x 机载鱼雷-重樱
51480,3 x 机载鱼雷-重樱
51500,4 x 机载鱼雷-重樱
51520,4 x 机载鱼雷-重樱
51540,4 x 机载鱼雷-重樱
52000,1 x 100lb 炸弹
52020,1 x 100lb 炸弹
52040,1 x 100lb 炸弹
52100,2 x 100lb 炸弹
52120,2 x 100lb 炸弹
52140,2 x 100lb 炸弹
52160,2 x 100lb 炸弹
52200,1 x 500lb 炸弹
52220,1 x 500lb 炸弹
52240,1 x 500lb 炸弹
52300,2 x 500lb 炸弹
52320,2 x 500lb 炸弹
52340,2 x 500lb 炸弹
52360,2 x 500lb 炸弹
52400,3 x 500lb 炸弹
52420,3 x 500lb 炸弹
52440,3 x 500lb 炸弹
52500,4 x 500lb 炸弹
52520,4 x 500lb 炸弹
52540,4 x 500lb 炸弹
52600,1 x 1000lb 炸弹
52620,1 x 1000lb 炸弹
52640,1 x 1000lb 炸弹
52700,2 x 1000lb 炸弹
52720,2 x 1000lb 炸弹
52740,2 x 1000lb 炸弹
52800,2 x 1600lb 炸弹
52820,2 x 1600lb 炸弹
52840,2 x 1600lb 炸弹
52900,1 x 2000lb 炸弹
52920,1 x 2000lb 炸弹
52940,1 x 2000lb 炸弹
52960,1 x 2000lb 炸弹
53000,4 x 100lb 炸弹
53020,4 x 100lb 炸弹
53040,4 x 100lb 炸弹
53100,空投深弹-标准
53120,空投深弹-标准
53140,空投深弹-标准
53200,空投深弹-范围up
53220,空投深弹-范围up
53240,空投深弹-范围up
53260,1 x 1600lb 炸弹
53280,1 x 1600lb 穿甲炸弹
54000,轻航空中支援Lv1
54001,轻航空中支援Lv2
54002,轻航空中支援Lv3
54003,正航空中支援Lv1
54004,正航空中支援Lv2
54005,正航空中支援Lv3
54006,航战空中支援Lv1
54007,白上吹雪空中支援Lv1
54010,轻航空中支援展示Lv1
54011,轻航空中支援展示Lv2
54012,轻航空中支援展示Lv3
54013,正航空中支援展示Lv1
54014,正航空中支援展示Lv2
54015,正航空中支援展示Lv3
54020,飞机攻击海面武器
59000,2 x MG FF 20mm机炮
59020,2 x MG FF 20mm机炮
59040,2 x MG FF 20mm机炮
59100,3 x MG151 20mm机炮
59120,3 x MG151 20mm机炮
59140,3 x MG151 20mm机炮
59200,2 x MG131 13mm机炮
59220,2 x MG131 13mm机炮
59240,2 x MG131 13mm机炮
59300,3 x 7.92mm MG机枪
59320,3 x 7.92mm MG机枪
59340,3 x 7.92mm MG机枪
59400,2 x 7.92mm MG17机枪
59420,2 x 7.92mm MG17机枪
59440,2 x 7.92mm MG17机枪
59500,4 x 20mm九九式机炮
59520,4 x 20mm九九式机炮
59540,4 x 20mm九九式机炮
59560,3 x 7.7mm机枪
59580,2 x 机载鱼雷-通用
59600,3 x 机载鱼雷-通用
60001,航空攻击展示-长岛I
60002,航空攻击展示-长岛II
60003,航空攻击展示-长岛III
60011,航空攻击展示-博格I
60012,航空攻击展示-博格II
60013,航空攻击展示-博格III
60021,航空攻击展示-兰利I
60022,航空攻击展示-兰利II
60023,航空攻击展示-兰利III
60031,航空攻击展示-列克星敦I
60032,航空攻击展示-列克星敦II
60033,航空攻击展示-列克星敦III
60041,航空攻击展示-萨拉托加I
60042,航空攻击展示-萨拉托加II
60043,航空攻击展示-萨拉托加III
60051,航空攻击展示-突击者I
60052,航空攻击展示-突击者II
60053,航空攻击展示-突击者III
60061,航空攻击展示-约克城I
60062,航空攻击展示-约克城II
60063,航空攻击展示-约克城III
60071,航空攻击展示-企业I
60072,航空攻击展示-企业II
60073,航空攻击展示-企业III
60081,航空攻击展示-大黄蜂I
60082,航空攻击展示-大黄蜂II
60083,航空攻击展示-大黄蜂III
60091,航空攻击展示-竞技神I
60092,航空攻击展示-竞技神II
60101,航空攻击展示-皇家方舟I
60102,航空攻击展示-皇家方舟II
60103,航空攻击展示-皇家方舟III
60111,航空攻击展示-光辉I
60112,航空攻击展示-光辉II
60113,航空攻击展示-光辉III
60121,航空攻击展示-祥凤I
60122,航空攻击展示-祥凤II
60123,航空攻击展示-祥凤III
60131,航空攻击展示-赤城I
60132,航空攻击展示-赤城II
60133,航空攻击展示-赤城III
60141,航空攻击展示-加贺I
60142,航空攻击展示-加贺II
60143,航空攻击展示-加贺III
60151,航空攻击展示-苍龙I
60152,航空攻击展示-苍龙II
60153,航空攻击展示-苍龙III
60161,航空攻击展示-飞龙I
60162,航空攻击展示-飞龙II
60163,航空攻击展示-飞龙III
60171,航空攻击展示-独角兽I
60172,航空攻击展示-独角兽II
60173,航空攻击展示-独角兽III
60181,航空攻击展示-凤翔I
60182,航空攻击展示-凤翔II
60183,航空攻击展示-凤翔III
60191,航空攻击展示-齐柏林伯爵I
60192,航空攻击展示-齐柏林伯爵II
60193,航空攻击展示-齐柏林伯爵III
60201,航空攻击展示-翔鹤I
60202,航空攻击展示-翔鹤II
60203,航空攻击展示-翔鹤III
60211,航空攻击展示-瑞鹤I
60212,航空攻击展示-瑞鹤II
60213,航空攻击展示-瑞鹤III
60221,航空攻击展示-光荣I
60222,航空攻击展示-光荣II
60223,航空攻击展示-光荣III
60231,烈焰崩袭展示
60232,蕾丝狂舞展示
60233,众神之怒·雪崩雷震展示
60234,雪风弹幕展示I
60235,雪风弹幕展示II
60236,夕立弹幕展示I
60237,夕立弹幕展示II
60238,江风弹幕展示I
60239,江风弹幕展示II
60241,航空攻击展示-贝露I
60242,航空攻击展示-贝露II
60243,航空攻击展示-贝露III
60251,航空攻击展示-翡绿之心I
60252,航空攻击展示-翡绿之心II
60253,航空攻击展示-翡绿之心III
60261,航空攻击展示-胡蜂I
60262,航空攻击展示-胡蜂II
60263,航空攻击展示-胡蜂III
60271,航空攻击展示-胜利I
60272,航空攻击展示-胜利II
60273,航空攻击展示-胜利III
60281,航空攻击展示-飞鹰I
60282,航空攻击展示-飞鹰II
60283,航空攻击展示-飞鹰III
60291,航空攻击展示-隼鹰I
60292,航空攻击展示-隼鹰II
60293,航空攻击展示-隼鹰III
60301,Z46弹幕展示I
60302,Z46弹幕展示II
60303,凯旋弹幕展示I
60304,凯旋弹幕展示II
60311,航空攻击展示-半人马I
60312,航空攻击展示-半人马II
60313,航空攻击展示-半人马III
60321,航空攻击展示-埃塞克斯I
60322,航空攻击展示-埃塞克斯II
60323,航空攻击展示-埃塞克斯III
60331,航空攻击展示-大凤I
60332,航空攻击展示-大凤II
60333,航空攻击展示-大凤III
60341,航空攻击展示-芙米露露I
60342,航空攻击展示-芙米露露II
60343,航空攻击展示-芙米露露III
60351,航空攻击展示-乌璐露I
60352,航空攻击展示-乌璐露II
60353,航空攻击展示-乌璐露III
60361,航空攻击展示-萨拉娜I
60362,航空攻击展示-萨拉娜II
60363,航空攻击展示-萨拉娜III
60371,航空攻击展示-龙骧I
60372,航空攻击展示-龙骧II
60373,航空攻击展示-龙骧III
60381,航空攻击展示-追赶者I
60382,航空攻击展示-追赶者II
60383,航空攻击展示-追赶者III
60391,航空攻击展示-独立I
60392,航空攻击展示-独立II
60393,航空攻击展示-独立III
60401,航空攻击展示-爱酱I
60402,航空攻击展示-爱酱II
60403,航空攻击展示-爱酱III
60411,航空攻击展示-小齐柏林I
60412,航空攻击展示-小齐柏林II
60413,航空攻击展示-小齐柏林III
60421,航空攻击展示-可畏I
60422,航空攻击展示-可畏II
60423,航空攻击展示-可畏III
60431,航空攻击展示-时乃空I
60432,航空攻击展示-时乃空II
60433,航空攻击展示-时乃空III
60441,航空攻击展示-紫咲诗音I
60442,航空攻击展示-紫咲诗音II
60443,航空攻击展示-紫咲诗音III
60451,航空攻击展示-大神澪I
60452,航空攻击展示-大神澪II
60453,航空攻击展示-大神澪III
60461,航空攻击展示-白上吹雪III
60471,航空攻击展示-龙凤I
60472,航空攻击展示-龙凤II
60473,航空攻击展示-龙凤III
60481,能代弹幕展示I
60482,能代弹幕展示II
61000,召唤地狱火专用武器
61001,大黄蜂技能专用武器-随机位置
61002,大黄蜂技能专用武器-固定位置
61003,印第安纳波利斯技能专用武器-原子弹发射器
61004,航母专用空中支援技能-轰炸
61005,印第安纳波利斯技能专用武器-原子弹发射器
61006,厌战技能专用武器
61007,约克城技能随机扫射海面LV1
61008,约克城技能随机扫射海面LV2
61009,约克城技能随机扫射海面LV3
61010,皇家方舟技能LV1
61011,皇家方舟技能LV2
61012,皇家方舟技能LV3
61013,皇家方舟技能鱼雷机使用武器LV1
61014,皇家方舟技能鱼雷机使用武器LV2
61015,皇家方舟技能鱼雷机使用武器LV3
61016,大凤技能彩云
61017,多多丸技能鱼雷机
61018,3 x 机载鱼雷-重樱
61019,黑企业剧情轰炸机
61020,黑企业剧情轰炸机
61021,黑企业剧情轰炸
61022,香格里拉技能飞机-PVE-Lv1
61023,伊13技能彩云
61031,十姊妹展示
61041,夕星展示
61051,百合根1段展示
61052,百合根2段展示
61053,百合根3段展示
61054,百合根4段展示
61501,轰炸机外观预览飞机
61503,鱼雷机外观预览飞机
61504,鱼雷机外观预览鱼雷
61505,战斗机外观预览飞机
65000,汉克喵技能弹幕1
65001,汉克喵技能弹幕2
66000,萨拉托加技能LV0
66001,萨拉托加技能LV1
66002,萨拉托加技能LV2
66003,萨拉托加技能LV3
66004,萨拉托加技能LV4
66005,萨拉托加技能LV5
66006,萨拉托加技能LV6
66007,萨拉托加技能LV7
66008,萨拉托加技能LV8
66009,萨拉托加技能LV9
66010,萨拉托加技能LV10
66020,厌战技能LV0
66021,厌战技能LV1
66022,厌战技能LV2
66023,厌战技能LV3
66024,厌战技能LV4
66025,厌战技能LV5
66026,厌战技能LV6
66027,厌战技能LV7
66028,厌战技能LV8
66029,厌战技能LV9
66030,厌战技能LV10
66040,胡德技能LV0-PVP
66041,胡德技能LV1-PVP
66042,胡德技能LV2-PVP
66043,胡德技能LV3-PVP
66044,胡德技能LV4-PVP
66045,胡德技能LV5-PVP
66046,胡德技能LV6-PVP
66047,胡德技能LV7-PVP
66048,胡德技能LV8-PVP
66049,胡德技能LV9-PVP
66050,胡德技能LV10-PVP
66060,胡德技能LV0-PVE
66061,胡德技能LV1-PVE
66062,胡德技能LV2-PVE
66063,胡德技能LV3-PVE
66064,胡德技能LV4-PVE
66065,胡德技能LV5-PVE
